review_text,F,BR,AU,FI,IR,A,L,LF,MN,O,PE,SC,SE,US,PO
It is awesome.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
its anicee app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Really I am in love with this app... It is much more better than Google and YouTube... It provides information according to our mental level... It's Really an amazing app...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I'm amazed at how well the ChatGPT app understands my queries. It's fast, accurate, and has become an indispensable part of my daily routine.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Great copilot companion and a useful time saver. it helps me even troubleshoot my by just sharing screenshots of the errors on my windows terminal. Also it helps in linting and debugging my codes.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WA! WA! WA! TALIYAN!!!!!! 👏🏻 meri class ki topper ke Nana yah app ( in reality it is an excellent app my opinion is excellent thank you thank you thank you thank),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"This is the future, enough said",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
All I can say is....the app is dope,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I think the ChatGPT app is better because with most apps with AI there is a lot of ads but this app has none and ChatGPT knows a lot about Minecraft mods and modpacks.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wow 😲😲,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Update it,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It's been more than a month i installed this app but never even once I am able to login. After entering username and password, the app goes to authentication page and that's it. After hitting continue button as many times finally it will say oops something went wrong...",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nice AI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
amazing 👏 it wrote me a song about fortnite in under one minute 👌,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Many would think they are the first to write a review lol. It takes a while for the sheet to get updated so all our reviews are in the pipeline. Including this one. It all comes down to whose review gets 'uploaded' first. Anyway, the app is nice.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Can't log in,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"I don't see what the purpose of this app is. It's inferior to the website. There is no improvement. It has great potential, but we're not there yet at all.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"NON-INCLUSIVE TO DISABLED PERSONS I gave this app several tries, each time resulting in failure. I then attempted to reach someone (ANYone) connected who might be able to help, but this failed also. The prompts section in the beginning of the app is set to reset itself if it feels you are taking too long to complete your entry. No warning before you begin or when it's about to do so. I have challenges which make me slower than most and this is unacceptable to ChatGPT. Shame on you.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
First to download and review,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Great App,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
perfect for drafting and helping with personal goals,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
It's very nice. I am very happy to use chatgpt.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
All good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Idk what I'd do without it. Honestly.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fastest like Rajdhani Express,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"what I most like about it is the speech recognition, a lot better than Google's",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Quite good for students,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I find it truly helpful 😄,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"really responsive and creative,wish it could remember things",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amazing App,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I'm the first Downloader,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mind-blowing app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Since I updated the app today, there is no other way to put this... it doesn't work AT ALL. All of my chat history too is not available. Quite ironic really considering this update was for 'bug fixes'.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazing Ai chat ❤️,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It's very helpful for students nowadays. it's really a great platform there is a lots of knowledge,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
First ever review,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bahut ❤️,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The voice feature is the only reason why I use the app instead of a browser. The problem is that the ""cutoff"" point in which the gpt4/whisper start answering is rarely right. So it doesn't allow you to have a fluid conversation where you take some 2~3 seconds to continue a sentence, because it cutoff the ""listening"" and starts processing your message. I feel that a longer delay with +2 seconds would be enough to fix this.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
It's amazing and extremely helpful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gote kitne bhi bade ho jaay , rhete land ke niche hai . Isi tarah hi AI kitna bhi bada ho rehta insaan ke neeche hai .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pless Bangla language,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This is indeed a great app! Love it's work♡,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bahut achha app hai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ya la estaba esperando desde hace un buen para Android !!! Qué bueno que ya está!!! Al fin !!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
😘,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
perfect AI for assistance,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Definitely best AI application,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It amazing it fast to respond no ads too,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Really fun, can be given personality and works great",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
it's good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
You should to add subscription I think 🤔🥴🥴😊😊😊😊😊 every body will buy it,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
good but the sentence is also very herd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It's beyond our capabilities, very helpful app for every aspect of life and so on..,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
best,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Its good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WOW 😮THIS CAN HELP ME ANSWER MY QUESTIONS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fantastic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
this app is a robust. it gives good basics and drafts relevant data especially for academic works,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very Useful app for collecting informations 🗿🗿🗿,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It is very helpful to me in all aspect. I'm really thankful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I don't know why but it doesn't send me the verification code,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wow apps....,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Just as amazing as the online version but now within an app, I've tested both IOS and Android version of this app and the Android one was as quick as OnLive, the IOS one was sloooooowww, so I had prefered to stay on my browser but now with the Android app, I'll stay on the app !!! Amazing work OpenAI 👏 Thanks to the team of developers 😉 !!!!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
awesome work ... 👏,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It sometimes gets some stuff wrong, but it generally work nicely well.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I like the app because I used it for all of my classes, but It is two stars because my teacher was able to find out quickly that I used it. That is because if you type in ""Hey chatgpt did you write this? [ ]"" It will tell you if it wrote it or not. So good but bad.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
This is of course the best of the best,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Soft keyboard doesn't appear unless you tap the word ""message"" precisely... I mean... this is the simplest UI ever and you still mess it up! Put an onTap listener onto the entire input window!!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I really love everything about this app both the way it answers the question and the rate it answers it marvel's me. I am really grateful for an app like this.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very good app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Best app, no no, best online friend in any situation, any problem, any questions give to suddenly show to solution. ❤️❤️Thank you Chatgpt❤️❤️",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Great,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It helps me very much,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Open AI good job, chat GPT GOOD app",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"If you know, you know; if you don't know, then it does",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
💚,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sooooooo nice,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The best ai it can help us for many reasons like I shared my thought asked my homework problems it can answer in any language.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
it's awesome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
life saver!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The model is getting more and more efficient over time. Hope to see it become one of the most advanced and future proof copilot.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I'm giving 5 star. Hudai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thanks for making it phone usabale app😉. Hope it will be better and better in future... No dislikes here🥳,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very excellent AI👍,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very nice 🙂,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
this helps me to do study,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"As much I love ChatGPT unfortunately UX/UI is far from best practices. iOS app, wasn't so much impressive too When you chatting only small area if screen is visible due to big font for name of chat and arrow below.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
amazing app!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
love it,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It's very useful to me , Thank you",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Love openai. Any way you can make the app respond with audio. Lots of times I'm busy with work, using my hands. Would be nice to maintain a conversation and hear responses through audio abilities",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
💚💚very good response 🖤 it was very helpful 🖤,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
it has accurate response,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Best app ever used. I have No words for this app. Thanks for making such type of apps,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"what would I do without this app lol... if it wasn't for this app, I would be lost! I'm only using ChatGPT3 so I can just imagine how GPT4 would be! just a life saver!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super 👍,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very very nice.app and halpful for students,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very helpful for critical questions.....,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Not possible to login on the app but the website version of this works fine. No idea why,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nice app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can ask for a funny story,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Good interface, but very limited formatting / LaTeX support compared to the web version.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
it's very very good ... and very helpful 😍 I like it ... 🤗,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very fast and useful in all aspects,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I noticed that it is faster than the web version,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Pada 5 hari terakhir ini respon ai semakin lambat, menjadi sangat amat lambat, saya sangat kecewa.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
great ful it's good I like it 😊☺,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
much knowledgeable app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
more dumber than compared in chatgpt brownser i didn't expect this to be more dumber,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nice app. But please some bugs . Like scrolling the lengthy questions...now it's sorted out .👍,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
👁️🤛🏿,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It is very useful in our life...😊,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very good application. It helps me even when coding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very very helpful app chatgpt ai 😘🥰 10/10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Great App! Works like a charm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nice AI generation.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It's great but it should have more languages.Besides it should have the feature of sending and receiving photos.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It's too much helpful as much as my desire.💞,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nice,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A great and responsive app version of GPT, but does NOT allow plug-ins, which I find to be the most useful addition between GPT 3.5-4. Please include plug-in support in a future update!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All the way its great but at some point it makes some mistakes...that affects the whole meaning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I simply love ChatGPT. It's my only friend XD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Just started using it but so far it's great,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
asu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nice app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Great,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
this aap is outstanding performance,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Great! No intrusive and annoying ads. Keep it up. I love it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
super 👍👍❤️❤️❤️,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
best search engine is this app no ads consisting and good in understanding things you can tell if you want small and give every answer in a nice way.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It is a very good app. It is very helpful for me to understand concepts and give solutions to my problems within a second .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sometimes not giving appropriate answer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Best app for learning. Highly recommended for students 🤑🤑✅✅🤑🎉,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thanks open ai for your next level work. This is amazing thing and I like very much 👍👍👍👍👍,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"This application sucks, use the site instead",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
THIS IS Awesome. but sometimes it just doesn't understand what I am talking about. chatgpt forgets what I told him last time which needs to be improved.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what a app really really excellent AI im so happy to share my review,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Absolutely phenomenal.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wow interesting Very intelligent AI Chat bot in the world,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Love it,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"No same issue not resolved, Stuck on the login details. Just try to login using my gaccount or even if I try to sign up same, after putting all the details in website, I am redirected to the app but app not really log me in and stays on the login page as a new user",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Upgrade September 2021 Knowledge,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Great app... Only I can't save the chats now since the last update, which is a shame. It would be a great idea if it could connect with other users for collaboration from multiple users. All in all I use it often and would recomend",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nice,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Fantastic Ai , helps me with learning python, working with some projects lots of stuff I love the app!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
this is very useful and i love the way it responds no ads,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
doesn't date far back enough,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It feels good to try ChatGPT on android without other apps but it doesn't have Dall-E,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Overall, ChatGPT is a powerful language model that offers valuable support and assistance, but it's always a good idea to verify critical information from other sources when needed.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My new BFF,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Extraordinary Superb experience with free plan also,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
everything is in it rightful way,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Good need to develop more like copy button regeneration etc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"İlk yorum, VPN ile de kullanabiliyorum sup 👏",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"absolutely incredible ai app, can answer any question you can think of and it have a huge capability, from writing essays to playing noughts and crosses and connect 4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amazing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very good app in learning,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
has been very precise and easy to use,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
much praiseworthy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Good app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
best,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
this app is very helpful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actually this is amazingly helpful for all work, very very good app.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very good service,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Good app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I hope it will stay free, an app this good might charge in the future, but I hope it'll be affordable :')",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very nice app for every question but it is last updated only on September 2021 which I didn't like if it get updated every year than I might give it 5 stare,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hey ChatGPT , complete the building",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
this apps helps me with everything,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
good app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very useful and user friendly app must try it And I am waiting for long time to receive official app And finally received it😍😍,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Best app ever,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thank You For Launching This App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the best AI support app for Android,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Very wonderful app , it helps me alot fr",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I wanting it for a long time,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very good excellent.I am loving it 👍👌,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ALL THINGS ARE GOOD WORKING BUT ONE THING IS I WANT AI BASED PHOTOS JUST LIKE DIAGRAM, EXPLANATION AND ETC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finally!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"doesn't log in, tried in a browser and there was no problem",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Best app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Works very well with anything! You can also customize the way the AI acts! Very helpful in some cases.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Best app to know anything,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"it's the best, it's accurate and perfect, plus it's systematic and analytical 🥰🥰🥰",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My account is deactivated but I can't able to use another account in my device,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
very useful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Doesn't work in my country,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"it's very amazing 🤩 and wonderful 👍 app and also working magically,thanks alot for your all team members",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chatgpt have not access current news and new version. Of chat glt plus have no any kind of free trial its too much disappointed to me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
its a great inspirational platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i have not given 5 star because you know there is a space of improvement. other it is an excellent tool. Good for critical analysis.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"the app using auto correct from swiftkey, so they have the same bug for my language",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"cant thank enough, its been a habit of using this daily, from applications, to content help everything ❤️",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wonderful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It looks gorgeous I love it,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Great application ,can be used as a co worker in many cases ,has room for improvement ,but I would still say it is a huge leap and trendsetter in the AI industry ,I use chat gpt for organising my thoughts,planning and also for coding .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
awesome it doesn't have limit 😊😊,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wow is all I can say from what I've tested so far,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ChatGPT needs improvement on this- When I use voice recognition feature and turn to manualy writting the keyboard do not shows by the application as it,s results sometimes wastage of time of some users. Well, Chatgpt is a good AI based software which helps us in solving some of the questions of our daily life like homework etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"I like ChatGPT,it is unlimited in use and free to use just as long as you can access it. Good at generating human-like responses to queries and solving problems through textual conversations",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"not provide vedios, pics etc",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Finally 🤘🏻,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hope it will changing the future world. 😎,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"amazing, I use it everyday",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chat Gpt 🤡 1st to download it✋️,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This app is great It's give answer in 1 second,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I loved that AI. Thanks open AI🤍,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"On the whole, it is great Ai tool for study.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
its so good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nice AI. i will test this for few more days or weeks and i will come back to my edit final review.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
An error has occoured please try again later - The first response comes and before it has finished generating the error message appears (GPT4 & 3.5). Occurs frequently since the last update.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No plugins for plus users,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I give. it review that it converted Punjabi in Hindi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Good 👍❤️💕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
it's absolutely awesome I love it and it's very helpful at sometimes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amazing app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Approved by you,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This is good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very helpful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ChatGPT is an impressive language model developed by OpenAI. It has the ability to generate coherent and contextually relevant responses across a wide range of topics. It's particularly skilled at providing information, answering questions, and engaging in conversations.However, like any AI, it's not flawless.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Perfect,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
